# Density Distribution Data
# NodeID, X, Y, Z, Density
51, 86.000000, 0.000000, 0.000000, 0.121097
52, 88.000000, 0.000000, 0.000000, 0.167987
53, 90.000000, 0.000000, 0.000000, 0.165927
54, 92.000000, 0.000000, 0.000000, 0.128981
55, 94.000000, 0.000000, 0.000000, 0.108626
56, 96.000000, 0.000000, 0.000000, 0.100352
57, 98.000000, 0.000000, 0.000000, 0.147706
58, 100.000000, 2.000000, 0.000000, 0.032101
59, 100.000000, 4.000000, 0.000000, 0.038509
60, 100.000000, 6.000000, 0.000000, 0.146396
61, 100.000000, 8.000000, 0.000000, 0.149756
62, 98.000000, 10.000000, 0.000000, 0.190093
63, 96.000000, 10.000000, 0.000000, 0.200152
64, 94.000000, 10.000000, 0.000000, 0.156611
65, 92.000000, 10.000000, 0.000000, 0.158164
66, 90.000000, 10.000000, 0.000000, 0.101188
67, 88.000000, 10.000000, 0.000000, 0.206095
68, 86.000000, 10.000000, 0.000000, 0.309347
69, 84.000000, 10.000000, 0.000000, 0.321414
70, 82.000000, 10.000000, 0.000000, 0.267989
71, 80.000000, 10.000000, 0.000000, 0.264822
72, 78.000000, 10.000000, 0.000000, 0.203089
73, 76.000000, 10.000000, 0.000000, 0.269891
74, 74.000000, 10.000000, 0.000000, 0.397040
75, 72.000000, 10.000000, 0.000000, 0.275079
76, 70.000000, 10.000000, 0.000000, 0.337409
77, 68.000000, 10.000000, 0.000000, 0.284241
78, 66.000000, 10.000000, 0.000000, 0.458079
79, 64.000000, 10.000000, 0.000000, 0.446881
80, 62.000000, 10.000000, 0.000000, 0.531968
81, 60.000000, 10.000000, 0.000000, 0.433029
82, 58.000000, 10.000000, 0.000000, 0.366044
83, 56.000000, 10.000000, 0.000000, 0.501528
84, 54.000000, 10.000000, 0.000000, 0.572168
85, 52.000000, 10.000000, 0.000000, 0.518186
86, 50.000000, 10.000000, 0.000000, 0.587142
87, 48.000000, 10.000000, 0.000000, 0.536388
88, 46.000000, 10.000000, 0.000000, 0.582000
89, 44.000000, 10.000000, 0.000000, 0.606370
90, 42.000000, 10.000000, 0.000000, 0.662065
91, 40.000000, 10.000000, 0.000000, 0.567298
92, 38.000000, 10.000000, 0.000000, 0.645479
93, 36.000000, 10.000000, 0.000000, 0.702474
94, 34.000000, 10.000000, 0.000000, 0.697270
95, 32.000000, 10.000000, 0.000000, 0.595204
96, 30.000000, 10.000000, 0.000000, 0.839623
97, 28.000000, 10.000000, 0.000000, 0.741025
98, 26.000000, 10.000000, 0.000000, 0.761979
99, 24.000000, 10.000000, 0.000000, 0.774186
100, 22.000000, 10.000000, 0.000000, 0.852190
101, 20.000000, 10.000000, 0.000000, 0.786167
102, 18.000000, 10.000000, 0.000000, 0.925415
103, 16.000000, 10.000000, 0.000000, 0.876129
104, 14.000000, 10.000000, 0.000000, 0.733727
105, 12.000000, 10.000000, 0.000000, 0.992141
106, 10.000000, 10.000000, 0.000000, 0.880468
107, 8.000000, 10.000000, 0.000000, 0.864722
108, 6.000000, 10.000000, 0.000000, 0.866368
109, 4.000000, 10.000000, 0.000000, 0.994967
110, 2.000000, 10.000000, 0.000000, 1.000000
111, 0.000000, 8.000000, 0.000000, 0.959609
112, 0.000000, 6.000000, 0.000000, 1.000000
113, 0.000000, 4.000000, 0.000000, 1.000000
114, 0.000000, 2.000000, 0.000000, 1.000000
115, 2.000000, 0.000000, 10.000000, 0.892830
116, 4.000000, 0.000000, 10.000000, 1.000000
117, 6.000000, 0.000000, 10.000000, 1.000000
118, 8.000000, 0.000000, 10.000000, 0.844810
119, 10.000000, 0.000000, 10.000000, 0.893281
120, 12.000000, 0.000000, 10.000000, 0.876294
121, 14.000000, 0.000000, 10.000000, 0.944344
122, 16.000000, 0.000000, 10.000000, 0.840778
123, 18.000000, 0.000000, 10.000000, 0.703319
124, 20.000000, 0.000000, 10.000000, 0.808403
125, 22.000000, 0.000000, 10.000000, 0.738934
126, 24.000000, 0.000000, 10.000000, 0.825791
127, 26.000000, 0.000000, 10.000000, 0.811630
128, 28.000000, 0.000000, 10.000000, 0.722472
129, 30.000000, 0.000000, 10.000000, 0.796873
130, 32.000000, 0.000000, 10.000000, 0.639503
131, 34.000000, 0.000000, 10.000000, 0.596830
132, 36.000000, 0.000000, 10.000000, 0.760609
133, 38.000000, 0.000000, 10.000000, 0.599503
134, 40.000000, 0.000000, 10.000000, 0.689160
135, 42.000000, 0.000000, 10.000000, 0.563705
136, 44.000000, 0.000000, 10.000000, 0.544560
137, 46.000000, 0.000000, 10.000000, 0.599924
138, 48.000000, 0.000000, 10.000000, 0.488298
139, 50.000000, 0.000000, 10.000000, 0.514400
140, 52.000000, 0.000000, 10.000000, 0.483733
141, 54.000000, 0.000000, 10.000000, 0.453460
142, 56.000000, 0.000000, 10.000000, 0.515780
143, 58.000000, 0.000000, 10.000000, 0.465566
144, 60.000000, 0.000000, 10.000000, 0.483364
145, 62.000000, 0.000000, 10.000000, 0.427297
146, 64.000000, 0.000000, 10.000000, 0.398668
147, 66.000000, 0.000000, 10.000000, 0.392857
148, 68.000000, 0.000000, 10.000000, 0.323612
149, 70.000000, 0.000000, 10.000000, 0.345869
150, 72.000000, 0.000000, 10.000000, 0.355555
151, 74.000000, 0.000000, 10.000000, 0.312666
152, 76.000000, 0.000000, 10.000000, 0.404412
153, 78.000000, 0.000000, 10.000000, 0.186966
154, 80.000000, 0.000000, 10.000000, 0.229341
155, 82.000000, 0.000000, 10.000000, 0.213952
156, 84.000000, 0.000000, 10.000000, 0.171929
157, 86.000000, 0.000000, 10.000000, 0.280344
158, 88.000000, 0.000000, 10.000000, 0.252061
159, 90.000000, 0.000000, 10.000000, 0.068794
160, 92.000000, 0.000000, 10.000000, 0.090968
161, 94.000000, 0.000000, 10.000000, 0.168022
162, 96.000000, 0.000000, 10.000000, 0.221766
163, 98.000000, 0.000000, 10.000000, 0.128108
164, 100.000000, 2.000000, 10.000000, 0.054240
165, 100.000000, 4.000000, 10.000000, 0.076762
166, 100.000000, 6.000000, 10.000000, 0.001000
167, 100.000000, 8.000000, 10.000000, 0.089579
168, 98.000000, 10.000000, 10.000000, 0.093547
169, 96.000000, 10.000000, 10.000000, 0.099317
170, 94.000000, 10.000000, 10.000000, 0.145896
171, 92.000000, 10.000000, 10.000000, 0.154113
172, 90.000000, 10.000000, 10.000000, 0.228076
173, 88.000000, 10.000000, 10.000000, 0.133614
174, 86.000000, 10.000000, 10.000000, 0.181464
175, 84.000000, 10.000000, 10.000000, 0.273041
176, 82.000000, 10.000000, 10.000000, 0.276306
177, 80.000000, 10.000000, 10.000000, 0.312116
178, 78.000000, 10.000000, 10.000000, 0.282857
179, 76.000000, 10.000000, 10.000000, 0.330962
180, 74.000000, 10.000000, 10.000000, 0.405789
181, 72.000000, 10.000000, 10.000000, 0.419054
182, 70.000000, 10.000000, 10.000000, 0.477966
183, 68.000000, 10.000000, 10.000000, 0.287782
184, 66.000000, 10.000000, 10.000000, 0.332701
185, 64.000000, 10.000000, 10.000000, 0.316750
186, 62.000000, 10.000000, 10.000000, 0.442038
187, 60.000000, 10.000000, 10.000000, 0.492055
188, 58.000000, 10.000000, 10.000000, 0.512743
189, 56.000000, 10.000000, 10.000000, 0.449650
190, 54.000000, 10.000000, 10.000000, 0.508776
191, 52.000000, 10.000000, 10.000000, 0.549473
192, 50.000000, 10.000000, 10.000000, 0.535777
193, 48.000000, 10.000000, 10.000000, 0.490848
194, 46.000000, 10.000000, 10.000000, 0.589427
195, 44.000000, 10.000000, 10.000000, 0.619519
196, 42.000000, 10.000000, 10.000000, 0.616811
197, 40.000000, 10.000000, 10.000000, 0.691389
198, 38.000000, 10.000000, 10.000000, 0.659563
199, 36.000000, 10.000000, 10.000000, 0.677163
200, 34.000000, 10.000000, 10.000000, 0.747872
201, 32.000000, 10.000000, 10.000000, 0.634087
202, 30.000000, 10.000000, 10.000000, 0.713594
203, 28.000000, 10.000000, 10.000000, 0.795088
204, 26.000000, 10.000000, 10.000000, 0.734470
205, 24.000000, 10.000000, 10.000000, 0.761811
206, 22.000000, 10.000000, 10.000000, 0.790751
207, 20.000000, 10.000000, 10.000000, 0.786410
208, 18.000000, 10.000000, 10.000000, 0.782257
209, 16.000000, 10.000000, 10.000000, 0.927392
210, 14.000000, 10.000000, 10.000000, 0.921608
211, 12.000000, 10.000000, 10.000000, 0.967345
212, 10.000000, 10.000000, 10.000000, 0.859273
213, 8.000000, 10.000000, 10.000000, 0.972857
214, 6.000000, 10.000000, 10.000000, 0.928990
215, 4.000000, 10.000000, 10.000000, 0.989932
216, 2.000000, 10.000000, 10.000000, 0.948695
217, 0.000000, 8.000000, 10.000000, 0.947440
218, 0.000000, 6.000000, 10.000000, 1.000000
219, 0.000000, 4.000000, 10.000000, 0.890118
220, 0.000000, 2.000000, 10.000000, 0.969676
221, 0.000000, 0.000000, 2.000000, 1.000000
222, 0.000000, 0.000000, 4.000000, 0.951260
223, 0.000000, 0.000000, 6.000000, 1.000000
224, 0.000000, 0.000000, 8.000000, 0.987912
225, 100.000000, 0.000000, 2.000000, 0.064784
226, 100.000000, 0.000000, 4.000000, 0.110025
227, 100.000000, 0.000000, 6.000000, 0.013929
228, 100.000000, 0.000000, 8.000000, 0.104831
229, 100.000000, 10.000000, 2.000000, 0.156333
230, 100.000000, 10.000000, 4.000000, 0.139809
231, 100.000000, 10.000000, 6.000000, 0.169724
232, 100.000000, 10.000000, 8.000000, 0.168812
233, 0.000000, 10.000000, 2.000000, 1.000000
234, 0.000000, 10.000000, 4.000000, 1.000000
235, 0.000000, 10.000000, 6.000000, 1.000000
236, 0.000000, 10.000000, 8.000000, 0.930246
237, 5.000000, 8.267949, 0.000000, 0.958768
238, 9.000000, 1.732051, 0.000000, 0.882852
239, 13.000000, 1.732051, 0.000000, 0.940852
240, 17.000000, 1.732051, 0.000000, 0.888025
241, 21.000000, 1.732051, 0.000000, 0.868892
242, 25.000000, 1.732051, 0.000000, 0.800867
243, 29.000000, 1.732051, 0.000000, 0.735497
244, 33.000000, 1.732051, 0.000000, 0.710386
245, 37.000000, 1.732051, 0.000000, 0.730518
246, 41.000000, 1.732051, 0.000000, 0.596382
247, 45.000000, 1.732051, 0.000000, 0.553399
248, 49.000000, 1.732051, 0.000000, 0.496194
249, 53.000000, 1.732051, 0.000000, 0.550233
250, 57.000000, 1.732051, 0.000000, 0.472556
251, 61.000000, 1.732051, 0.000000, 0.459200
252, 65.000000, 1.732051, 0.000000, 0.413581
253, 69.000000, 1.732051, 0.000000, 0.380715
254, 73.000000, 1.732051, 0.000000, 0.318500
255, 77.000000, 1.732051, 0.000000, 0.268420
256, 81.000000, 1.732051, 0.000000, 0.247545
257, 85.002141, 1.631455, 0.000000, 0.275866
258, 89.225465, 1.890459, 0.000000, 0.178015
259, 93.030770, 1.813188, 0.000000, 0.140981
260, 95.173451, 8.207408, 0.000000, 0.135066
261, 90.936806, 8.304434, 0.000000, 0.103632
262, 87.000000, 8.347685, 0.000000, 0.203559
263, 83.026301, 8.316209, 0.000000, 0.224926
264, 79.000000, 8.267949, 0.000000, 0.273225
265, 75.000000, 8.267949, 0.000000, 0.390395
266, 71.000000, 8.267949, 0.000000, 0.259169
267, 67.000000, 8.267949, 0.000000, 0.430378
268, 63.000000, 8.267949, 0.000000, 0.363494
269, 59.000000, 8.267949, 0.000000, 0.387580
270, 55.000000, 8.267949, 0.000000, 0.477933
271, 51.000000, 8.267949, 0.000000, 0.521027
272, 47.000000, 8.267949, 0.000000, 0.596043
273, 43.000000, 8.267949, 0.000000, 0.673252
274, 39.000000, 8.267949, 0.000000, 0.654359
275, 35.000000, 8.267949, 0.000000, 0.726954
276, 31.000000, 8.267949, 0.000000, 0.753375
277, 27.000000, 8.267949, 0.000000, 0.677132
278, 23.000000, 8.267949, 0.000000, 0.771855
279, 19.000000, 8.267949, 0.000000, 0.819905
280, 15.000000, 8.267949, 0.000000, 0.866329
281, 11.000000, 8.267949, 0.000000, 0.860157
282, 5.116676, 1.664688, 0.000000, 0.960536
283, 1.732051, 5.000000, 0.000000, 0.987324
284, 98.277387, 5.016346, 0.000000, 0.160615
285, 96.816349, 1.811394, 0.000000, 0.077945
286, 98.307029, 6.992518, 0.000000, 0.049681
287, 96.371775, 6.313253, 0.000000, 0.087950
288, 96.535898, 4.000000, 0.000000, 0.137851
289, 94.803848, 5.000000, 0.000000, 0.114498
290, 94.876444, 2.994055, 0.000000, 0.126576
291, 93.077058, 3.967874, 0.000000, 0.227067
292, 93.071797, 6.000000, 0.000000, 0.020109
293, 91.369189, 5.011218, 0.000000, 0.115449
294, 91.218363, 3.005885, 0.000000, 0.188018
295, 89.607695, 4.000000, 0.000000, 0.166002
296, 87.674122, 3.406795, 0.000000, 0.269588
297, 87.998145, 5.317599, 0.000000, 0.119609
298, 86.121157, 4.617281, 0.000000, 0.211580
299, 7.019446, 1.720824, 0.000000, 0.924593
300, 8.003241, 3.462230, 0.000000, 0.940509
301, 10.000540, 3.463790, 0.000000, 0.967889
302, 9.000630, 5.163039, 0.000000, 0.910836
303, 6.840771, 5.059961, 0.000000, 0.963775
304, 11.000051, 5.177667, 0.000000, 0.836672
305, 7.873770, 6.669530, 0.000000, 0.943121
306, 12.000098, 3.460969, 0.000000, 0.917519
307, 13.000006, 5.178195, 0.000000, 0.835430
308, 14.000017, 3.460586, 0.000000, 0.924404
309, 15.000000, 5.196152, 0.000000, 0.735066
310, 16.000003, 3.463516, 0.000000, 0.904895
311, 17.000000, 5.196152, 0.000000, 0.843818
312, 18.000000, 3.464004, 0.000000, 0.840077
313, 19.000000, 5.196152, 0.000000, 0.831072
314, 20.000000, 3.464085, 0.000000, 0.799456
315, 21.000000, 5.196152, 0.000000, 0.878348
316, 22.000000, 3.464099, 0.000000, 0.807452
317, 23.000000, 5.196152, 0.000000, 0.791154
318, 24.000000, 3.464101, 0.000000, 0.816905
319, 25.000000, 5.196152, 0.000000, 0.732742
320, 26.000000, 3.464102, 0.000000, 0.753995
321, 27.000000, 5.196152, 0.000000, 0.682270
322, 28.000000, 3.464102, 0.000000, 0.788421
323, 29.000000, 5.196152, 0.000000, 0.771958
324, 30.000000, 3.464102, 0.000000, 0.706933
325, 31.000000, 5.196152, 0.000000, 0.837391
326, 32.000000, 3.464102, 0.000000, 0.698421
327, 33.000000, 5.196152, 0.000000, 0.666056
328, 34.000000, 3.464102, 0.000000, 0.690614
329, 35.000000, 5.196152, 0.000000, 0.690113
330, 36.000000, 3.464102, 0.000000, 0.749490
331, 37.000000, 5.196152, 0.000000, 0.680703
332, 38.000000, 3.464102, 0.000000, 0.645811
333, 39.000000, 5.196152, 0.000000, 0.688578
334, 40.000000, 3.464102, 0.000000, 0.685902
335, 41.000000, 5.196152, 0.000000, 0.666239
336, 42.000000, 3.464102, 0.000000, 0.562030
337, 43.000000, 5.196152, 0.000000, 0.638893
338, 44.000000, 3.464102, 0.000000, 0.585098
339, 45.000000, 5.196152, 0.000000, 0.558186
340, 46.000000, 3.464102, 0.000000, 0.576141
341, 47.000000, 5.196152, 0.000000, 0.541175
342, 48.000000, 3.464102, 0.000000, 0.524137
343, 49.000000, 5.196152, 0.000000, 0.599429
344, 50.000000, 3.464102, 0.000000, 0.618138
345, 51.000000, 5.196152, 0.000000, 0.475280
346, 52.000000, 3.464102, 0.000000, 0.505690
347, 53.000000, 5.196152, 0.000000, 0.511892
348, 54.000000, 3.464102, 0.000000, 0.515621
349, 55.000000, 5.196152, 0.000000, 0.417159
350, 56.000000, 3.464102, 0.000000, 0.577128
351, 57.000000, 5.196152, 0.000000, 0.647467
352, 58.000000, 3.464102, 0.000000, 0.466431
353, 59.000000, 5.196152, 0.000000, 0.471468
354, 60.000000, 3.464102, 0.000000, 0.414992
355, 61.000000, 5.196152, 0.000000, 0.488451
356, 62.000000, 3.464102, 0.000000, 0.515731
357, 63.000000, 5.196152, 0.000000, 0.403597
358, 64.000000, 3.464102, 0.000000, 0.444970
359, 65.000000, 5.196152, 0.000000, 0.410202
360, 66.000000, 3.464102, 0.000000, 0.449690
361, 67.000000, 5.196152, 0.000000, 0.430699
362, 68.000000, 3.464102, 0.000000, 0.327623
363, 69.000000, 5.196152, 0.000000, 0.426768
364, 70.000000, 3.464102, 0.000000, 0.340453
365, 71.000000, 5.196152, 0.000000, 0.473466
366, 72.000000, 3.464102, 0.000000, 0.307118
367, 73.000000, 5.196152, 0.000000, 0.305492
368, 74.000000, 3.464102, 0.000000, 0.194641
369, 75.000000, 5.196152, 0.000000, 0.305499
370, 76.000000, 3.464102, 0.000000, 0.379982
371, 77.000000, 5.196152, 0.000000, 0.363829
372, 78.000000, 3.464102, 0.000000, 0.311443
373, 79.000000, 5.196152, 0.000000, 0.392038
374, 80.000000, 3.464102, 0.000000, 0.216640
375, 81.000000, 5.196152, 0.000000, 0.222473
376, 82.000000, 3.464102, 0.000000, 0.135115
377, 82.959660, 5.095567, 0.000000, 0.226481
378, 84.242281, 3.522055, 0.000000, 0.303648
379, 93.057968, 7.988368, 0.000000, 0.226100
380, 88.989468, 8.356072, 0.000000, 0.261618
381, 89.788877, 6.384649, 0.000000, 0.197262
382, 85.030684, 8.315834, 0.000000, 0.280611
383, 81.001597, 8.294708, 0.000000, 0.185019
384, 77.000000, 8.267949, 0.000000, 0.349507
385, 73.000000, 8.267949, 0.000000, 0.309811
386, 69.000000, 8.267949, 0.000000, 0.378471
387, 65.000000, 8.267949, 0.000000, 0.452909
388, 61.000000, 8.267949, 0.000000, 0.505502
389, 57.000000, 8.267949, 0.000000, 0.440634
390, 53.000000, 8.267949, 0.000000, 0.531472
391, 49.000000, 8.267949, 0.000000, 0.614539
392, 45.000000, 8.267949, 0.000000, 0.612273
393, 41.000000, 8.267949, 0.000000, 0.626618
394, 37.000000, 8.267949, 0.000000, 0.644162
395, 33.000000, 8.267949, 0.000000, 0.661066
396, 29.000000, 8.267949, 0.000000, 0.750616
397, 25.000000, 8.267949, 0.000000, 0.782010
398, 21.000000, 8.267949, 0.000000, 0.828288
399, 17.000000, 8.267949, 0.000000, 0.798148
400, 13.000000, 8.267949, 0.000000, 1.000000
401, 11.000106, 1.731477, 0.000000, 0.908720
402, 15.000003, 1.731367, 0.000000, 0.867858
403, 19.000000, 1.732032, 0.000000, 0.894696
404, 23.000000, 1.732050, 0.000000, 0.816947
405, 27.000000, 1.732051, 0.000000, 0.689090
406, 31.000000, 1.732051, 0.000000, 0.743739
407, 35.000000, 1.732051, 0.000000, 0.617884
408, 39.000000, 1.732051, 0.000000, 0.643376
409, 43.000000, 1.732051, 0.000000, 0.721110
410, 47.000000, 1.732051, 0.000000, 0.504348
411, 51.000000, 1.732051, 0.000000, 0.551685
412, 55.000000, 1.732051, 0.000000, 0.447137
413, 59.000000, 1.732051, 0.000000, 0.470134
414, 63.000000, 1.732051, 0.000000, 0.437869
415, 67.000000, 1.732051, 0.000000, 0.454310
416, 71.000000, 1.732051, 0.000000, 0.358324
417, 75.000000, 1.732051, 0.000000, 0.337069
418, 79.000000, 1.732051, 0.000000, 0.272669
419, 83.040737, 1.724944, 0.000000, 0.263771
420, 1.693544, 3.008475, 0.000000, 0.952157
421, 3.204881, 3.966742, 0.000000, 0.955408
422, 3.521153, 6.194026, 0.000000, 1.000000
423, 1.697009, 7.003310, 0.000000, 0.920239
424, 6.000000, 3.464102, 0.000000, 0.960440
425, 86.129707, 6.466258, 0.000000, 0.186351
426, 3.138347, 1.827729, 0.000000, 0.967660
427, 98.350537, 3.062765, 0.000000, 0.232276
428, 97.018187, 8.336673, 0.000000, 0.108524
429, 2.947044, 8.333531, 0.000000, 1.000000
430, 5.541417, 6.433206, 0.000000, 0.963674
431, 86.989830, 1.632636, 0.000000, 0.154693
432, 8.952349, 8.338221, 0.000000, 0.914710
433, 6.840323, 8.360139, 0.000000, 0.865736
434, 83.957752, 6.668934, 0.000000, 0.324698
435, 12.000000, 6.732051, 0.000000, 0.911790
436, 14.000000, 6.732051, 0.000000, 0.927536
437, 16.000000, 6.732051, 0.000000, 0.851416
438, 18.000000, 6.732051, 0.000000, 0.853326
439, 20.000000, 6.732051, 0.000000, 0.889591
440, 22.000000, 6.732051, 0.000000, 0.837125
441, 24.000000, 6.732051, 0.000000, 0.768162
442, 26.000000, 6.732051, 0.000000, 0.664137
443, 28.000000, 6.732051, 0.000000, 0.723617
444, 30.000000, 6.732051, 0.000000, 0.717076
445, 32.000000, 6.732051, 0.000000, 0.727995
446, 34.000000, 6.732051, 0.000000, 0.748602
447, 36.000000, 6.732051, 0.000000, 0.663220
448, 38.000000, 6.732051, 0.000000, 0.609504
449, 40.000000, 6.732051, 0.000000, 0.669828
450, 42.000000, 6.732051, 0.000000, 0.612966
451, 44.000000, 6.732051, 0.000000, 0.559327
452, 46.000000, 6.732051, 0.000000, 0.527576
453, 48.000000, 6.732051, 0.000000, 0.494980
454, 50.000000, 6.732051, 0.000000, 0.448410
455, 52.000000, 6.732051, 0.000000, 0.558362
456, 54.000000, 6.732051, 0.000000, 0.454360
457, 56.000000, 6.732051, 0.000000, 0.505046
458, 58.000000, 6.732051, 0.000000, 0.382786
459, 60.000000, 6.732051, 0.000000, 0.520511
460, 62.000000, 6.732051, 0.000000, 0.399357
461, 64.000000, 6.732051, 0.000000, 0.335420
462, 66.000000, 6.732051, 0.000000, 0.457003
463, 68.000000, 6.732051, 0.000000, 0.389118
464, 70.000000, 6.732051, 0.000000, 0.416014
465, 72.000000, 6.732051, 0.000000, 0.366544
466, 74.000000, 6.732051, 0.000000, 0.338056
467, 76.000000, 6.732051, 0.000000, 0.327523
468, 78.000000, 6.732051, 0.000000, 0.375325
469, 80.000000, 6.732051, 0.000000, 0.351975
470, 81.996678, 6.726664, 0.000000, 0.289278
471, 10.000000, 6.731708, 0.000000, 0.894594
472, 91.000000, 1.352571, 0.000000, 0.181659
473, 94.944712, 1.323727, 0.000000, 0.186812
474, 94.602886, 6.651924, 0.000000, 0.124090
475, 87.981239, 6.974453, 0.000000, 0.182457
476, 86.005906, 2.962044, 0.000000, 0.337654
477, 91.644927, 6.737734, 0.000000, 0.179477
478, 84.600159, 5.087686, 0.000000, 0.204826
479, 98.535898, 8.535898, 0.000000, 0.033255
480, 1.464102, 1.464102, 0.000000, 0.975510
481, 98.535898, 1.464102, 0.000000, 0.134293
482, 1.464102, 8.535898, 0.000000, 1.000000
483, 4.951700, 4.705764, 0.000000, 0.908571
484, 4.570832, 3.118958, 0.000000, 0.922190
485, 5.000000, 8.267949, 10.000000, 0.982127
486, 9.000000, 1.732051, 10.000000, 0.825806
487, 13.000000, 1.732051, 10.000000, 0.836452
488, 17.000000, 1.732051, 10.000000, 0.839796
489, 21.000000, 1.732051, 10.000000, 0.737574
490, 25.000000, 1.732051, 10.000000, 0.775552
491, 29.000000, 1.732051, 10.000000, 0.663810
492, 33.000000, 1.732051, 10.000000, 0.675655
493, 37.000000, 1.732051, 10.000000, 0.620711
494, 41.000000, 1.732051, 10.000000, 0.562872
495, 45.000000, 1.732051, 10.000000, 0.589591
496, 49.000000, 1.732051, 10.000000, 0.540445
497, 53.000000, 1.732051, 10.000000, 0.535728
498, 57.000000, 1.732051, 10.000000, 0.524933
499, 61.000000, 1.732051, 10.000000, 0.439317
500, 65.000000, 1.732051, 10.000000, 0.456668
501, 69.000000, 1.732051, 10.000000, 0.387364
502, 73.000000, 1.732051, 10.000000, 0.310536
503, 77.000000, 1.732051, 10.000000, 0.249190
504, 81.000000, 1.732051, 10.000000, 0.234459
505, 85.002141, 1.631455, 10.000000, 0.234119
506, 89.225465, 1.890459, 10.000000, 0.177088
507, 93.030770, 1.813188, 10.000000, 0.273973
508, 95.173451, 8.207408, 10.000000, 0.153125
509, 90.936806, 8.304434, 10.000000, 0.214920
510, 87.000000, 8.347685, 10.000000, 0.227002
511, 83.026301, 8.316209, 10.000000, 0.266537
512, 79.000000, 8.267949, 10.000000, 0.207598
513, 75.000000, 8.267949, 10.000000, 0.228332
514, 71.000000, 8.267949, 10.000000, 0.317676
515, 67.000000, 8.267949, 10.000000, 0.370342
516, 63.000000, 8.267949, 10.000000, 0.427581
517, 59.000000, 8.267949, 10.000000, 0.510170
518, 55.000000, 8.267949, 10.000000, 0.541924
519, 51.000000, 8.267949, 10.000000, 0.549266
520, 47.000000, 8.267949, 10.000000, 0.575135
521, 43.000000, 8.267949, 10.000000, 0.679037
522, 39.000000, 8.267949, 10.000000, 0.605658
523, 35.000000, 8.267949, 10.000000, 0.601355
524, 31.000000, 8.267949, 10.000000, 0.616869
525, 27.000000, 8.267949, 10.000000, 0.745285
526, 23.000000, 8.267949, 10.000000, 0.767737
527, 19.000000, 8.267949, 10.000000, 0.892702
528, 15.000000, 8.267949, 10.000000, 0.873378
529, 11.000000, 8.267949, 10.000000, 0.909401
530, 5.116676, 1.664688, 10.000000, 0.881663
531, 1.732051, 5.000000, 10.000000, 0.965215
532, 98.277387, 5.016346, 10.000000, 0.078367
533, 96.816349, 1.811394, 10.000000, 0.039364
534, 98.307029, 6.992518, 10.000000, 0.062603
535, 96.371775, 6.313253, 10.000000, 0.188029
536, 96.535898, 4.000000, 10.000000, 0.225260
